Category,Category2,Item Name,Disposal Category,Cleaning/Preparation Steps ,Disposal Instructions,Sustainable Alternatives,Environmental Impact,Image,Disposal Details,Sustainable Details
Paper,Packaging,Paper Plate,Non-Recyclable,Clean if necessary,Dispose of in regular trash.,Use reusable plates or compostable alternatives.,"When you skip one paper plate,
Paper Waste Reduction: 0.02 kg
CO2 Emissions Reduction: 0.08 kg
Landfill Use Reduction: 0.05 liters",assets/images/items/PaperPlates.png,"Many Paper Plates are plastic coated, and should not be recycled.","Switch to reusable plates made from glass, metal, or bamboo, or use compostable plates for occasions that require disposables."
Paper,Packaging,Paper Mailing Tube,Recyclable,Remove any non-paper materials,Place in the recycling bin.,Use recyclable or reusable packaging tubes.,"When you skip one paper mailing tube,
Paper Waste Reduction: 0.1 kg
CO2 Emissions Reduction: 0.4 kg
Landfill Use Reduction: 0.2 liters",assets/images/items/PaperMailingTubes.png,"Keep paper dry to preserve its recycling value.
Verify which paper types are accepted locally, especially plastic-lined boxes.   In the U.S., paper recycling is crucial, accounting for half of recyclables collected and a 63% recycling rate. Yet, paper still makes up 33% of annual trash, showing room for improvement.",Choose mailing tubes made from recycled materials or opt for reusable packaging tubes that can be used multiple times.
Paper,Packaging,Sticky Paper Label (Address Label),Recyclable,Ensure it's dry and clean,Dispose of in regular trash.,Use digital labels or recyclable sticker paper.,"When you skip one sticky label,
Paper Waste Reduction: 0.001 kg
CO2 Emissions Reduction: 0.005 kg
Landfill Use Reduction: 0.005 liters",assets/images/items/StickyPaperLabels_AddressLabels_.png,"Adhesive particles from sticky papers can become lodged in the recycled paper, creating holes or weak spots. These defects can cause the paper to rip or tear easily, leading to jams in printers and copiers.  In the U.S., paper recycling is crucial, accounting for half of recyclables collected and a 63% recycling rate. Yet, paper still makes up 33% of annual trash, showing room for improvement.",Replace sticky paper labels with digital labeling systems or use recyclable sticker paper to reduce waste.
Paper,Household Item,Paper Towel,Non-recyclable,Clean if necessary,Dispose of in regular trash.,Use reusable cloth towels instead of paper towels.,"When you skip one paper towel,
Paper Waste Reduction: 0.01 kg
CO2 Emissions Reduction: 0.03 kg
Landfill Use Reduction: 0.02 liters",assets/images/items/PaperTowels.png,"Tissue paper, such as facial tissues, paper towels, and toilet paper, generally cannot be recycled once they have been used. This is because they are usually contaminated with food, bodily fluids, or other substances that make them unsuitable for recycling. Additionally, tissue paper is often made from very short fibers, which are not strong enough to be recycled into new paper products.
Unused tissue paper or paper napkins might be technically recyclable, but due to their low fiber strength, they are often not accepted in standard recycling programs. Instead, tissue paper can sometimes be composted if it is free of contaminants and made from natural fibers.","Switch to reusable cloth towels or rags for cleaning and drying, reducing the need for disposable paper towels."
Paper,Household Item,Facial Tissue,Non-recyclable,Clean if necessary,Dispose of in regular trash.,Use handkerchiefs or tissues made from recycled paper.,"When you skip one facial tissue,
Paper Waste Reduction: 0.002 kg
CO2 Emissions Reduction: 0.01 kg
Landfill Use Reduction: 0.005 liters",assets/images/items/FacialTissues.png,"Tissue paper, such as facial tissues, paper towels, and toilet paper, generally cannot be recycled once they have been used. This is because they are usually contaminated with food, bodily fluids, or other substances that make them unsuitable for recycling. Additionally, tissue paper is often made from very short fibers, which are not strong enough to be recycled into new paper products.
Unused tissue paper or paper napkins might be technically recyclable, but due to their low fiber strength, they are often not accepted in standard recycling programs. Instead, tissue paper can sometimes be composted if it is free of contaminants and made from natural fibers.",Opt for reusable handkerchiefs or facial tissues made from recycled paper to minimize the environmental impact.
Paper,Household Item,Toilet Paper,Non-recyclable,Clean if necessary,Dispose of in regular trash.,Use recycled or bamboo toilet paper.,"When you skip one sheet of toilet paper,
Paper Waste Reduction: 0.001 kg
CO2 Emissions Reduction: 0.005 kg
Landfill Use Reduction: 0.005 liters",assets/images/items/ToiletPaper.png,"Tissue paper, such as facial tissues, paper towels, and toilet paper, generally cannot be recycled once they have been used. This is because they are usually contaminated with food, bodily fluids, or other substances that make them unsuitable for recycling. Additionally, tissue paper is often made from very short fibers, which are not strong enough to be recycled into new paper products.
Unused tissue paper or paper napkins might be technically recyclable, but due to their low fiber strength, they are often not accepted in standard recycling programs. Instead, tissue paper can sometimes be composted if it is free of contaminants and made from natural fibers.",Choose toilet paper made from recycled materials or sustainably sourced bamboo to reduce deforestation and waste.
Paper,Household Item,Paper Napkin,Compostable,Clean if necessary,"Compost clean napkins; dispose of heavily soiled ones, especially with chemicals, in regular trash.",Use cloth napkins instead of paper napkins.,"When you skip one paper napkin,
Paper Waste Reduction: 0.002 kg
CO2 Emissions Reduction: 0.01 kg
Landfill Use Reduction: 0.005 liters",assets/images/items/PaperNapkins.png,"Recycling paper napkins can be tricky because they are often contaminated with food, grease, or other substances that make them unsuitable for traditional recycling. If your paper napkins are clean or only lightly soiled, consider composting them. Many composting programs accept paper napkins, especially if they are free of chemicals or heavy dyes. If composting is not an option, and the napkins are heavily soiled, it's best to throw them in the trash.","Replace disposable paper napkins with reusable cloth napkins, which can be washed and reused many times."
Paper,Household Item,Paper Tablecloth,Recyclable,Ensure it's dry and clean,Place in the recycling bin.,Use reusable fabric tablecloths.,"When you skip one paper tablecloth,
Paper Waste Reduction: 0.1 kg
CO2 Emissions Reduction: 0.4 kg
Landfill Use Reduction: 0.2 liters",assets/images/items/PaperTablecloth.png,"Paper tablecloths are often made from biodegradable materials like cellulose and wood pulp, which are derived from renewable resources. Some paper tablecloths are made from 100% recycled paper.  In the U.S., paper recycling is crucial, accounting for half of recyclables collected and a 63% recycling rate. Yet, paper still makes up 33% of annual trash, showing room for improvement.","Switch to fabric tablecloths that can be washed and reused, reducing the need for disposable paper tablecloths."
Paper,Household Item,Paper Art Supply,Recyclable,Ensure it's dry and clean,Place in the recycling bin.,Use recycled or eco-friendly art materials.,"When you skip one piece of paper art supplies, Paper Waste Reduction: 0.01 kg CO2 Emissions Reduction: 0.03 kg Landfill Use Reduction: 0.02 liters",assets/images/items/PaperArtSupplies.png,"It can be recycled as long as it's not coated with wax, lined with plastic film, or covered in embellishments like glitter or foil.  In the U.S., paper recycling is crucial, accounting for half of recyclables collected and a 63% recycling rate. Yet, paper still makes up 33% of annual trash, showing room for improvement.",Choose art supplies made from recycled paper or eco-friendly materials that have a lower environmental impact.
Paper,Household Item,Paper Decoration,Recyclable,Ensure it's dry and clean,Place in the recycling bin.,Use reusable or biodegradable decorations.,"When you skip one piece of paper decorations,
Paper Waste Reduction: 0.01 kg
CO2 Emissions Reduction: 0.03 kg
Landfill Use Reduction: 0.02 liters",assets/images/items/PaperDecorations.png,"It can be recycled as long as it's not coated with wax, lined with plastic film, or covered in embellishments like glitter or foil.  In the U.S., paper recycling is crucial, accounting for half of recyclables collected and a 63% recycling rate. Yet, paper still makes up 33% of annual trash, showing room for improvement.",Opt for reusable decorations made from durable materials or biodegradable paper to reduce waste after events.
Paper,Household Item,Paper Fan,Recyclable,Remove any non-paper materials,Place in the recycling bin.,Use bamboo or fabric fans instead of paper ones.,"When you skip one paper fan,
Paper Waste Reduction: 0.02 kg
CO2 Emissions Reduction: 0.08 kg
Landfill Use Reduction: 0.05 liters",assets/images/items/PaperFans.png,"It can be recycled as long as it's not coated with wax, lined with plastic film, or covered in embellishments like glitter or foil.  In the U.S., paper recycling is crucial, accounting for half of recyclables collected and a 63% recycling rate. Yet, paper still makes up 33% of annual trash, showing room for improvement.","Choose fans made from sustainable materials like bamboo or fabric, which are more durable and eco-friendly than paper fans."
Paper,Household Item,Paper Lantern,Compostable,Ensure it's dry and clean,Place in the recycling bin.,Use reusable or biodegradable lanterns.,"When you skip one paper lantern,
Paper Waste Reduction: 0.05 kg
CO2 Emissions Reduction: 0.2 kg
Landfill Use Reduction: 0.1 liters",assets/images/items/PaperLanterns.png,"It generally can be recycled, and some paper lanterns, like sky lanterns, are fully compostable.","Opt for lanterns made from biodegradable materials or choose reusable options for multiple uses, reducing waste."
Paper,Household Item,Paper Gift Box,Recyclable,Make sure it's flattened and free of tissue paper by emptying everything inside,Place in the recycling bin.,Use reusable or recycled gift boxes.,"When you skip one paper gift box,
Paper Waste Reduction: 0.1 kg
CO2 Emissions Reduction: 0.4 kg
Landfill Use Reduction: 0.2 liters",assets/images/items/PaperGiftBoxes.png,"Recycling paper gift boxes is generally straightforward, but here are some tips to ensure they are properly recycled:

Remove Decorations: Before recycling, remove any non-paper decorations such as ribbons, bows, tape, and stickers, as these can contaminate the recycling process.

Flatten the Boxes: Flatten the gift boxes to save space in your recycling bin and make them easier to process.

Check for Plastic Coatings: Some gift boxes have a shiny or laminated plastic coating. Check with your local recycling program to see if they accept coated paper products. If not, you may need to dispose of these in the regular trash.

Clean and Dry: Ensure the boxes are clean and dry before placing them in the recycling bin. Any food residue or moisture can compromise the recyclability.","Sustainable Gift Packaging Ideas
Reusable Fabric Wraps: Use cloth wraps like furoshiki, which can be reused for various purposes.
Recycled/Reusable Gift Bags: Choose bags made from recycled materials or durable fabric.
Wooden/Bamboo Boxes: Opt for reusable wooden or bamboo boxes that can double as storage.
Glass Jars/Containers: Use glass jars for gifts, which can be repurposed for storage.
DIY Recyclable Wrap: Make your own wrap with old newspapers, maps, or other recyclable paper.
Plantable Packaging: Try plantable wraps or boxes embedded with seeds that grow flowers or herbs.
Upcycled Containers: Reuse tins, baskets, or boxes from previous purchases for gift packaging."
Paper,Household Item,Paper Egg Carton,Compostable,Ensure it's dry and clean,Place in the recycling bin.,Use reusable or recycled egg cartons.,"When you skip one paper egg carton,
Paper Waste Reduction: 0.05 kg
CO2 Emissions Reduction: 0.2 kg
Landfill Use Reduction: 0.1 liters",assets/images/items/PaperEggCartons.png,Pulp paper egg cartons are often made from recycled materials and can be recycled again. They are also biodegradable and compostable.,"Composting Paper Egg Cartons
Shred: Tear cartons into small pieces.
Mix: Combine with green compost materials like food scraps.
Moisten: Keep the pile moist, like a wrung-out sponge.
Turn: Regularly turn the compost to speed up decomposition.
Note: Only compost plain paper cartons, not wax-coated or plastic ones."
Paper,Household Item,Paper Drink Sleeve,Recyclable,Ensure it's dry and clean,Place in the recycling bin.,Use reusable drink sleeves or holders.,"When you skip one paper drink sleeve,
Paper Waste Reduction: 0.01 kg
CO2 Emissions Reduction: 0.03 kg
Landfill Use Reduction: 0.02 liters",assets/images/items/PaperDrinkSleeves.png,"Though you probably can't recycle paper cups, corrugated sleeves  and plastic lids are recyclable.  In the U.S., paper recycling is crucial, accounting for half of recyclables collected and a 63% recycling rate. Yet, paper still makes up 33% of annual trash, showing room for improvement.","Opt for reusable drink sleeves made from materials like silicone, fabric, or cork to reduce the need for disposable paper sleeves."
Cardboard,Cardboard,Pizza Box,Recyclable,Flatten and ensure it’s dry and clean,Place in the recycling bin.,Use compostable or recycled pizza boxes.,"When you skip one pizza box,
Paper Waste Reduction: 0.1 kg
CO2 Emissions Reduction: 0.4 kg
Landfill Use Reduction: 0.2 liters",assets/images/items/PizzaBoxes.png,"Cardboard is one of the most common and easiest materials to recycle, and it can be recycled up to seven times.  In the U.S., paper recycling is crucial, accounting for half of recyclables collected and a 63% recycling rate. Yet, paper still makes up 33% of annual trash, showing room for improvement.",Choose pizza boxes made from recycled materials or compostable options to minimize waste after enjoying your meal.
Cardboard,Cardboard,Cardboard Shipping Box,Recyclable,Make sure to remove any food scraps from the box,Place in the recycling bin.,Use recycled or reusable shipping boxes.,"When you skip one cardboard shipping box,
Paper Waste Reduction: 0.5 kg
CO2 Emissions Reduction: 1.5 kg
Landfill Use Reduction: 1.0 liters",assets/images/items/CardboardShippingBoxes.png,"Cardboard is one of the most common and easiest materials to recycle, and it can be recycled up to seven times.  In the U.S., paper recycling is crucial, accounting for half of recyclables collected and a 63% recycling rate. Yet, paper still makes up 33% of annual trash, showing room for improvement.",Opt for shipping boxes made from recycled cardboard or reusable containers to reduce waste and promote sustainable shipping.
Cardboard,Cardboard,Cardboard Moving Box,Recyclable,Flatten and ensure it’s dry and clean,Place in the recycling bin.,Rent or use recycled moving boxes.,"When you skip one cardboard moving box, Paper Waste Reduction: 0.5 kg CO2 Emissions Reduction: 1.5 kg Landfill Use Reduction: 1.0 liters",assets/images/items/CardboardMovingBoxes.png,"Cardboard is one of the most common and easiest materials to recycle, and it can be recycled up to seven times.  In the U.S., paper recycling is crucial, accounting for half of recyclables collected and a 63% recycling rate. Yet, paper still makes up 33% of annual trash, showing room for improvement.",Rent moving boxes from companies that offer reusable options or choose boxes made from recycled cardboard for your move.
Cardboard,Cardboard,Cardboard Storage Box,Recyclable,Flatten and ensure it’s dry and clean,Place in the recycling bin.,"Use durable, reusable storage containers.","When you skip one cardboard storage box,
Paper Waste Reduction: 0.5 kg
CO2 Emissions Reduction: 1.5 kg
Landfill Use Reduction: 1.0 liters",assets/images/items/CardboardStorageBoxes.png,"Cardboard is one of the most common and easiest materials to recycle, and it can be recycled up to seven times.  In the U.S., paper recycling is crucial, accounting for half of recyclables collected and a 63% recycling rate. Yet, paper still makes up 33% of annual trash, showing room for improvement.","Replace cardboard storage boxes with durable plastic or metal containers that can be reused multiple times, reducing waste."
Cardboard,Cardboard,Cardboard Food Delivery Box,Recyclable,Flatten and ensure it’s dry and clean,Place in the recycling bin if it doesn’t contain contaminants.,Choose compostable or recycled delivery boxes.,"When you skip one cardboard food delivery box,
Paper Waste Reduction: 0.2 kg
CO2 Emissions Reduction: 0.7 kg
Landfill Use Reduction: 0.4 liters",assets/images/items/CardboardFoodDeliveryBoxes.png,"Pizza boxes can be recycled, even if they have grease in them.  In the U.S., paper recycling is crucial, accounting for half of recyclables collected and a 63% recycling rate. Yet, paper still makes up 33% of annual trash, showing room for improvement.",Opt for food delivery boxes made from recycled materials or compostable options that reduce waste after meals.
Cardboard,Cardboard,Cardboard Product Packaging Box,Recyclable,Flatten and ensure it’s dry and clean,Place in the recycling bin.,Use recycled or minimal packaging.,"When you skip one cardboard product packaging box,
Paper Waste Reduction: 0.2 kg
CO2 Emissions Reduction: 0.7 kg
Landfill Use Reduction: 0.4 liters",assets/images/items/CardboardProductPackagingBoxes.png,"Cardboard is one of the most common and easiest materials to recycle, and it can be recycled up to seven times.  In the U.S., paper recycling is crucial, accounting for half of recyclables collected and a 63% recycling rate. Yet, paper still makes up 33% of annual trash, showing room for improvement.",Choose products with minimal packaging or packaging made from recycled cardboard to reduce waste and promote sustainability.
Cardboard,Cardboard,Cardboard Retail Box,Recyclable,Flatten and ensure it’s dry and clean,Place in the recycling bin.,Use recycled or eco-friendly packaging for retail products.,"When you skip one cardboard retail box,
Paper Waste Reduction: 0.2 kg
CO2 Emissions Reduction: 0.7 kg
Landfill Use Reduction: 0.4 liters",assets/images/items/CardboardRetailBoxes.png,"Cardboard is one of the most common and easiest materials to recycle, and it can be recycled up to seven times.  In the U.S., paper recycling is crucial, accounting for half of recyclables collected and a 63% recycling rate. Yet, paper still makes up 33% of annual trash, showing room for improvement.",Opt for retail packaging made from recycled materials or use eco-friendly packaging options that have a lower environmental impact.
Cardboard,Cardboard,Cardboard Packaging,Recyclable,Flatten and ensure it’s dry and clean,Place in the recycling bin.,Use compostable or recycled packaging materials.,"When you skip one piece of cardboard packaging,
Paper Waste Reduction: 0.1 kg
CO2 Emissions Reduction: 0.4 kg
Landfill Use Reduction: 0.2 liters",assets/images/items/CardboardPackaging.png,"Cardboard is one of the most common and easiest materials to recycle, and it can be recycled up to seven times.  In the U.S., paper recycling is crucial, accounting for half of recyclables collected and a 63% recycling rate. Yet, paper still makes up 33% of annual trash, showing room for improvement.",Replace traditional cardboard packaging with compostable or fully recycled materials to reduce environmental impact.
Cardboard,Cardboard,Corrugated Cardboard,Recyclable,Flatten and ensure it’s dry and clean,Place in the recycling bin.,Use recycled or reusable corrugated cardboard.,"When you skip one square meter of corrugated cardboard,
Paper Waste Reduction: 0.5 kg
CO2 Emissions Reduction: 1.5 kg
Landfill Use Reduction: 1.0 liters",assets/images/items/CorrugatedCardboard.png,"Cardboard is one of the most common and easiest materials to recycle, and it can be recycled up to seven times.  In the U.S., paper recycling is crucial, accounting for half of recyclables collected and a 63% recycling rate. Yet, paper still makes up 33% of annual trash, showing room for improvement.",Choose corrugated cardboard made from recycled materials or use reusable alternatives to minimize waste.
Cardboard,Cardboard,Cardboard Tube,Recyclable,Flatten and ensure it’s dry and clean,Place in the recycling bin.,Use recyclable or reusable cardboard tubes.,"When you skip one cardboard tube,
Paper Waste Reduction: 0.05 kg
CO2 Emissions Reduction: 0.2 kg
Landfill Use Reduction: 0.1 liters",assets/images/items/CardboardTubes.png,"Cardboard is one of the most common and easiest materials to recycle, and it can be recycled up to seven times.  In the U.S., paper recycling is crucial, accounting for half of recyclables collected and a 63% recycling rate. Yet, paper still makes up 33% of annual trash, showing room for improvement.","Opt for cardboard tubes made from recycled materials or choose reusable options for multiple uses, reducing waste."
Cardboard,Cardboard,Cardboard Box Etc.,Recyclable,Flatten and ensure it’s dry and clean,Place in the recycling bin.,Use recycled or reusable cardboard boxes.,"When you skip one cardboard box,
Paper Waste Reduction: 0.5 kg
CO2 Emissions Reduction: 1.5 kg
Landfill Use Reduction: 1.0 liters",assets/images/items/CardboardBoxesEtc.png,"Cardboard is one of the most common and easiest materials to recycle, and it can be recycled up to seven times.  In the U.S., paper recycling is crucial, accounting for half of recyclables collected and a 63% recycling rate. Yet, paper still makes up 33% of annual trash, showing room for improvement.",Replace traditional cardboard boxes with those made from recycled materials or reusable containers for long-term use.
Metal,Metal,Metal Etc.,Recyclable,"Empty, clean, dry, Flatten if Possible","Place in the recycling bin. Most metal can be recycled, but the recyclability depends on the type of metal.","Continue using a stainless steel bottle, which is already sustainable.","When you skip one aluminum can,
Metal Waste Reduction: 0.015 kg
CO2 Emissions Reduction: 0.2 kg
Landfill Use Reduction: 0.1 liters",assets/images/items/MetalEtc.png,"By accurately separating recyclable metals from non-recyclable materials, the purity can be increased, thereby improving recycling efficiency. The metal recycling rate in the U.S. is generally over 50%, which is relatively high.","A high-quality stainless steel water bottle is a sustainable choice, as it is durable and can be reused indefinitely, reducing waste."
Metal,Beverage Container,Aluminum Can,Recyclable,"Empty, clean, dry, Flatten if Possible",Place in the recycling bin.,Use a reusable water bottle or drink container.,"When you skip one aluminum can,
Metal Waste Reduction: 0.015 kg
CO2 Emissions Reduction: 0.2 kg
Landfill Use Reduction: 0.1 liters",assets/images/items/AluminumCan.png,"Aluminum is a sustainable metal that can be recycled repeatedly. An aluminum can is typically recycled into a new can and returned to store shelves within 60 days. 
Most curbside recycling programs accept aluminum cans, and community drop-off locations are available across the country.","Switch to using a reusable water bottle or drink container made from stainless steel, glass, or other durable materials, eliminating the need for aluminum cans."
Metal,Beverage Container,Steel Can,Recyclable,"Empty, clean, dry, Flatten if Possible",Place in the recycling bin.,Store food in glass jars or bulk containers.,"When you skip one steel can,
Metal Waste Reduction: 0.02 kg
CO2 Emissions Reduction: 0.3 kg
Landfill Use Reduction: 0.15 liters",assets/images/items/SteelCan.png,"It can be recycled repeatedly without losing quality. Recycling steel cans helps to reduce energy consumption, fossil fuel use, and carbon dioxide emissions. Steel is also the easiest packaging to recycle and is energy efficient to produce.",Purchase food in bulk and store it in glass jars or other reusable containers to avoid the need for steel cans.
Metal,Beverage Container,Metal Water Bottle (Aluminum),Recyclable,"Empty, clean, dry, Flatten if Possible",Place in the recycling bin.,Use a stainless steel or glass bottle for durability.,"When you skip one aluminum water bottle,
Metal Waste Reduction: 0.15 kg
CO2 Emissions Reduction: 1.0 kg
Landfill Use Reduction: 0.2 liters",assets/images/items/MetalWaterBottle_Aluminum_.png,Aluminum is a sustainable metal that can be recycled repeatedly. ,"Switch to a stainless steel or glass water bottle that is durable and can be used for many years, reducing the need for aluminum water bottles."
Metal,Beverage Container,Metal Water Bottle (Stainless steel),Recyclable,"Empty, clean, dry, Flatten if Possible",Place in the recycling bin.,"Continue using a stainless steel bottle, which is already sustainable.","When you skip one stainless steel water bottle,
Metal Waste Reduction: 0.2 kg
CO2 Emissions Reduction: 1.5 kg
Landfill Use Reduction: 0.3 liters",assets/images/items/MetalWaterBottle_StainlessSteel_.png,"It can be hard to crush, so you should check with your local recycling program to see if they collect it. You can use the iScrap app to find a metal recycling facility near you.","A high-quality stainless steel water bottle is a sustainable choice, as it is durable and can be reused indefinitely, reducing waste."
Metal,Beverage Container,Metal Water Bottle (Copper),Recyclable,"Empty, clean, dry, Flatten if Possible",Must be taken to a recycling center or scrap metal recycling facility.,"Continue using a copper bottle, which is sustainable and durable.","When you skip one copper water bottle,
Metal Waste Reduction: 0.25 kg
CO2 Emissions Reduction: 2.0 kg
Landfill Use Reduction: 0.3 liters",assets/images/items/MetalWaterBottle_Copper_.png,You can use the iScrap app to find a metal recycling facility near you.,"Copper water bottles are not only durable and reusable but also offer health benefits; they can be used for a lifetime, reducing waste."
Metal,Beverage Food Container,Tin Can,Recyclable,"Empty, clean, dry, Flatten if Possible",Place in the recycling bin.,Use glass jars or other reusable containers for food storage.,"When you skip one tin can,
Metal Waste Reduction: 0.01 kg
CO2 Emissions Reduction: 0.1 kg
Landfill Use Reduction: 0.05 liters",assets/images/items/TinCan.png,It can be recycled repeatedly without losing quality. ,"Store food in glass jars or buy fresh produce, reducing the need for tin cans and minimizing packaging waste."
Metal,Beverage Food Container,Metal Aluminum Foil,Recyclable,"Ensure the aluminum foil is free from food residue, crumple it into a ball to prevent it from getting lost in the recycling process ","Place in the recycling bin. If it is contaminated, dispose of it in the regular trash.",Use Bee's Wrap or Silicone Food Covers.,"When you skip one sheet of aluminum foil,
Metal Waste Reduction: 0.005 kg
CO2 Emissions Reduction: 0.03 kg
Landfill Use Reduction: 0.02 liters",assets/images/items/AluminumFoil.png,"Aluminum foil is collected, sorted, cleaned, and shredded before being melted in a high-temperature furnace. The molten aluminum is then molded into new products like cans or new foil. This process is highly efficient, allowing aluminum to be recycled indefinitely without losing quality.  Aluminum is one of the most valuable materials for recycling and can be transformed into new aluminum products in as little as 60 days. Approximately 60% of the aluminum produced in the U.S. is recycled, which uses 90% less electricity compared to producing new aluminum from bauxite ore, according to the U.S. Energy Information Agency.","Alternatives to aluminum foil include Bee's Wrap, silicone food covers, and glass or stainless steel containers.  Bee's Wrap:
Benefit: Reusable food wrap made from natural beeswax and cotton. It's eco-friendly, washable, and reduces waste by being reusable. 
Silicone Food Covers:
Benefit: Flexible silicone covers that fit various container sizes. They are durable, reusable, and help reduce the use of disposable products. 
Glass or Stainless Steel Containers:
Benefit: Highly durable and reusable, these containers can replace aluminum foil for food storage. They are environmentally friendly and keep food fresh for longer."
Metal,Food Container,Steel Food Container,Recyclable,"Clean off food residue, dry, Flatten if Possible","Place in the recycling bin. If it contains, dispose of in regular trash.",Use glass or silicone containers.,"When you skip one steel food container,
Metal Waste Reduction: 0.3 kg
CO2 Emissions Reduction: 2.5 kg
Landfill Use Reduction: 0.5 liters",assets/images/items/SteelFoodContainer.png,"When steel food containers are recycled, they can be turned into entirely new steel products. In fact, about 75% of all steel ever produced is still in use today, and around 25% of new steel products are made from recycled steel!","Opt for glass or silicone food storage containers, which are durable, reusable, and do not leach chemicals into food."
Metal,Household Item,Metal Furniture,Recyclable,Clean if necessary,Contact larger recycling facilities or Take to scrap metal facility.,"Use wooden or bamboo furniture, or upcycle existing furniture.","When you skip one piece of metal furniture,
Metal Waste Reduction: 10.0 kg
CO2 Emissions Reduction: 25.0 kg
Landfill Use Reduction: 20 liters",assets/images/items/MetalFurniture.png,Recycling metal furniture is not only environmentally friendly but also energy-efficient! Recycling metal saves up to 95% of the energy required to produce new metal from raw materials.,"Choose furniture made from sustainable materials like wood or bamboo, or refurbish and upcycle metal furniture to avoid waste."
Metal,Household Item,Metal Cutlery,Recyclable,Rinse thoroughly,Take to scrap metal facility or household waste recycling centers.,"Continue using metal cutlery, which is reusable.","When you skip one metal utensil (fork, spoon, knife),
Metal Waste Reduction: 0.05 kg
CO2 Emissions Reduction: 0.2 kg
Landfill Use Reduction: 0.1 liters",assets/images/items/MetalCutlery.png,Metal cutlery that is of no further use can be recycled with scrap metal at household waste recycling centers.,Metal cutlery is already a sustainable option; it can be used for years and reduces the need for disposable alternatives.
Metal,Household Item,Metal Hanger,Recyclable,Clean if necessary,Take to scrap metal facility or household waste recycling centers.,Use wooden or bamboo hangers.,"When you skip one metal hanger,
Metal Waste Reduction: 0.02 kg
CO2 Emissions Reduction: 0.15 kg
Landfill Use Reduction: 0.1 liters",assets/images/items/MetalHangers.png,"It cannot be recycled in a standard recycling bin. This is because the hooked end can damage recycling machinery. They can, however, be recycled through scrap metal recycling.","Switch to wooden or bamboo hangers, which are durable, biodegradable, and do not contribute to metal waste."
Metal,Household Item,Metal Pots and Pan,Recyclable,"Clean off food residue, dry, Flatten if Possible",Take to scrap metal facility or household waste recycling centers.,Continue using stainless steel or cast iron cookware.,"When you skip one metal pot or pan,
Metal Waste Reduction: 1.0 kg
CO2 Emissions Reduction: 5.0 kg
Landfill Use Reduction: 2.0 liters",assets/images/items/MetalPotsandPans.png,It cannot be recycled in a standard recycling bin. Not all recycling companies accept them due to the complexity of recycling these mixed-material items.,"High-quality stainless steel or cast iron cookware is durable and long-lasting, reducing the need for frequent replacements and minimizing waste."
Metal,Household Item,Metal Baking Sheet,Recyclable,"Clean off food residue, dry",Take to scrap metal facility or place in the recycling bin.,Use silicone baking mats or glass baking dishes.,"When you skip one metal baking sheet,
Metal Waste Reduction: 0.5 kg
CO2 Emissions Reduction: 3.0 kg
Landfill Use Reduction: 1.0 liters",assets/images/items/MetalBakingSheets.png,"Metal baking sheets, like those made from aluminum or steel, can be recycled indefinitely without losing their quality! Recycling just one aluminum baking sheet can save enough energy to power a 60-watt light bulb for over 20 hours","Replace metal baking sheets with silicone baking mats or glass baking dishes that are reusable and easy to clean, reducing waste."
Metal,Construction Material,Metal Pen,Non-recyclable,Clean if necessary,Put this item in your trash.,Use a refillable fountain pen or digital note-taking.,"When you skip one metal pen,
Metal Waste Reduction: 0.01 kg
CO2 Emissions Reduction: 0.05 kg
Landfill Use Reduction: 0.02 liters",assets/images/items/MetalPen.png,"It's important to note that some pens and markers may contain hazardous materials, such as certain types of ink or solvents. These items should not be thrown in regular trash bins. Instead, check with your local hazardous waste facility for specific instructions on how to safely dispose of them.","Opt for a refillable fountain pen or switch to digital note-taking on tablets, eliminating the need for disposable pens."
Metal,Construction Material,Metal Stapler,Recyclable,Clean if necessary,Take to scrap metal facility or place in regular trash.,Use a digital document system or staple-free stapler.,"When you skip one metal stapler,
Metal Waste Reduction: 0.1 kg
CO2 Emissions Reduction: 0.5 kg
Landfill Use Reduction: 0.2 liters",assets/images/items/MetalStapler.png,"A metal stapler, when recycled, can be broken down into its basic materials and used to create new products, from car parts to new office supplies. Recycling just one stapler can save enough energy to run a laptop for 9 hours","Transition to digital document management systems or use a staple-free stapler, reducing the need for metal staplers and staples."
Metal,Construction Material,Metal Scissor,Recyclable,Clean if necessary,Take to scrap metal facility or place in regular trash.,Continue using high-quality metal scissors.,"When you skip one metal scissors,
Metal Waste Reduction: 0.1 kg
CO2 Emissions Reduction: 0.5 kg
Landfill Use Reduction: 0.2 liters",assets/images/items/MetalScissors.png,"Metal scissors, once recycled, can be melted down and repurposed into new metal products, including more scissors! Recycling a pair of metal scissors saves up to 60% of the energy required to produce new metal from raw materials.","Invest in a pair of high-quality metal scissors that can be sharpened and used for a lifetime, minimizing waste."
Metal,Construction Material,Steel Beam,Recyclable,Clean if necessary,Take to scrap metal facility.,Use recycled steel or timber beams in construction.,"When you skip one meter of steel beam,
Metal Waste Reduction: 15.0 kg
CO2 Emissions Reduction: 50.0 kg
Landfill Use Reduction: 25 liters",assets/images/items/SteelBeams.png,"Recycling steel beams can save up to 74% of the energy needed to produce new steel, making it a highly sustainable option in the construction industry.","Opt for recycled steel or sustainably sourced timber beams in construction projects, reducing the demand for new steel and minimizing environmental impact."
